id,palabra,word,alegria_m,alegria_sd,ira_m,ira_sd,tristeza_m,tristeza_sd,miedo_m,miedo_sd,asco_m,asco_sd,categoria_palabradecimal
1992,"sensualidad","sensuality",3.63,1.10,1.23,0.63,1.33,0.84,1.50,0.94,1.20,0.41,1
1993,"sentimiento","sentiment",3.97,1.33,2.47,1.55,3.33,1.56,2.90,1.49,1.97,1.50,1
1994,"señal","signal",2.03,1.27,1.57,1.14,1.37,0.56,1.93,1.34,1.30,0.70,1
1995,"sepia","sepia",1.81,1.04,1.15,0.53,1.30,0.67,1.48,0.98,2.15,1.10,1
1996,"sepulturero","gravedigger",1.03,0.18,1.13,0.57,3.23,1.25,2.17,1.26,1.43,0.90,1
1997,"sequía","drought",1.00,0.00,2.07,1.14,3.17,1.12,2.63,1.27,1.17,0.46,1
1998,"seriedad","seriously",1.33,0.84,1.47,0.90,1.90,0.92,1.67,0.92,1.20,0.48,1
1999,"serio","serious",1.17,0.53,1.83,1.23,2.33,1.15,1.90,1.09,1.70,1.06,1
2000,"serpiente","snake",1.37,0.93,1.53,1.11,1.47,1.07,3.13,1.33,2.77,1.41,1
2001,"servilleta","napkin",1.60,1.10,1.00,0.00,1.10,0.40,1.00,0.00,1.43,0.90,1
2002,"severidad","severity",1.20,0.48,2.87,1.41,2.13,1.38,2.63,1.40,2.13,1.22,1
2003,"sexo","sex",4.37,0.81,1.17,0.53,1.07,0.25,1.37,0.93,1.20,0.41,1
2004,"sexy","sexy",4.07,0.98,1.13,0.35,1.13,0.43,1.07,0.37,1.10,0.31,1
2005,"sierra","saw",1.57,1.01,1.57,0.97,1.23,0.63,2.57,1.28,1.17,0.53,1
2006,"significado","meaning",1.93,1.36,1.40,0.89,1.33,0.71,1.63,1.16,1.30,0.79,1
2007,"signo","sign",1.37,0.76,1.30,0.75,1.20,0.55,1.37,0.76,1.13,0.43,1
2008,"silbato","whistle",1.73,1.08,1.53,1.11,1.03,0.18,1.17,0.38,1.03,0.18,1
2009,"silla","chair",1.80,1.03,1.03,0.18,1.23,0.63,1.13,0.57,1.07,0.37,1
2010,"símbolo","symbol",1.87,1.11,1.43,0.86,1.43,0.90,1.43,0.82,1.50,0.94,1
2011,"simetría","symmetry",2.47,1.17,1.33,0.76,1.40,0.86,1.27,0.64,1.33,0.66,1
2012,"simpático","nice",4.30,0.88,1.17,0.46,1.07,0.25,1.10,0.31,1.03,0.18,1
2013,"siniestro","incident",1.17,0.53,3.00,1.53,2.83,1.60,3.93,1.26,2.60,1.40,3
2014,"sirena","mermaid",2.00,1.11,1.10,0.55,1.23,0.57,1.77,1.07,1.10,0.31,1
2015,"situación","situation",2.13,1.14,1.90,1.18,2.20,1.13,2.27,1.17,1.77,1.10,1
2016,"snob","snob",1.32,0.65,1.55,0.86,1.55,1.01,1.14,0.47,2.45,1.26,1
2017,"sobrecogido","awed",1.33,0.71,1.37,0.72,2.70,1.26,2.57,1.22,1.17,0.46,2
2018,"sobresaltado","startled",1.57,1.19,2.07,1.26,1.50,0.97,3.13,1.38,1.33,0.84,2
2019,"sociable","social",3.80,1.10,1.27,0.52,1.23,0.57,1.30,0.70,1.13,0.35,1
2020,"sociedad","society",2.23,1.19,2.07,1.34,2.37,1.22,1.73,0.98,2.47,1.22,1
2021,"socorro","relief",1.33,0.61,1.57,0.77,2.93,1.34,3.87,1.11,1.30,0.53,1
2022,"sofá","sofa",3.33,1.52,1.03,0.18,1.27,0.69,1.03,0.18,1.03,0.18,1
2023,"soga","noose",1.14,0.44,2.62,1.57,3.14,1.57,3.62,1.35,1.62,1.05,1
2024,"sol","sun",4.70,0.47,1.07,0.25,1.20,0.48,1.30,0.65,1.00,0.00,1
2025,"solar","solar",2.90,1.32,1.14,0.44,1.28,0.75,1.62,0.86,1.14,0.44,1
2026,"soldado","soldier",1.77,1.14,2.00,0.95,2.67,1.18,2.30,1.24,1.37,0.67,1
2027,"soleado","sunlight",3.77,1.48,1.37,1.07,1.30,1.02,1.27,1.01,1.23,0.82,1
2028,"soledad","loneliness",1.33,0.88,1.93,1.26,4.20,0.96,3.27,1.36,1.43,1.01,1
2029,"solemne","solemn",2.04,1.10,1.14,0.45,1.82,1.12,1.32,0.86,1.07,0.38,1
2030,"solitario","lonely",1.33,0.71,1.70,1.26,4.07,0.98,2.53,1.43,1.47,1.14,1
2031,"solo","alone",1.50,0.97,1.43,0.90,3.60,1.35,2.63,1.38,1.30,0.88,3
2032,"soltero","single",1.90,1.16,1.17,0.75,1.67,1.09,1.20,0.81,1.10,0.55,1
2033,"solución","solution",4.13,0.90,1.27,0.52,1.33,0.55,2.00,1.05,1.30,0.75,1
2034,"sombra","shadow",1.30,0.88,1.33,0.88,1.90,1.24,2.37,1.27,1.17,0.59,1
2035,"sombrero","hat",1.77,1.14,1.07,0.37,1.13,0.51,1.10,0.40,1.07,0.37,1
2036,"sombrilla","umbrella",3.00,1.20,1.10,0.40,1.10,0.40,1.13,0.35,1.00,0.00,1
2037,"sonajero","rattle",3.13,1.41,1.07,0.25,1.23,0.63,1.27,0.74,1.03,0.18,1
2038,"soplete","blowtorch",1.40,0.72,1.33,0.71,1.17,0.46,2.57,1.19,1.20,0.55,1
2039,"soplo","blow",1.40,0.89,1.63,1.00,1.97,1.35,1.93,1.31,1.57,0.90,1
2040,"sorprendido","surprised",3.17,1.32,1.27,0.69,1.47,0.78,1.57,0.90,1.13,0.43,1
2041,"soso","bland",1.17,0.53,1.97,1.27,1.97,1.00,1.33,0.71,1.73,1.14,1
2042,"sospechoso","suspicious",1.03,0.18,2.00,0.98,1.90,1.06,3.07,1.08,1.27,0.58,1
2043,"spray","spray",1.21,0.57,1.18,0.39,1.04,0.19,1.29,0.60,1.43,0.84,1
2044,"suave","soft",2.80,1.30,1.00,0.00,1.10,0.55,1.00,0.00,1.00,0.00,1
2045,"suavidad","softness",3.77,1.04,1.30,0.70,1.50,0.90,1.33,0.80,1.23,0.77,1
2046,"subida","rise",2.33,1.18,1.57,0.94,1.53,0.94,1.83,0.99,1.47,0.90,1
2047,"submarinista","scuba diver",2.23,1.45,1.07,0.37,1.07,0.37,1.50,1.01,1.07,0.37,1
2048,"suburbio","slum",1.24,0.51,1.90,1.08,2.79,1.45,2.76,1.38,2.21,1.18,1
2049,"suceso","happening",2.00,1.08,1.33,0.61,1.90,0.92,1.83,0.83,1.27,0.52,1
2050,"suciedad","dirt",1.03,0.18,1.67,1.03,1.80,1.21,1.53,1.04,4.17,1.12,1
2051,"sucio","dirty",1.07,0.25,1.80,1.06,1.93,1.11,1.47,0.97,3.97,1.19,3
2052,"sudor","sweat",1.47,0.97,1.53,0.86,1.53,1.07,1.47,0.90,3.37,1.30,1
2053,"suegra","mother-in-law",2.53,1.41,1.37,0.89,1.50,1.01,1.70,1.06,1.27,0.58,1
2054,"sueño","dream",3.17,1.64,1.47,0.82,1.80,0.81,1.53,1.04,1.17,0.53,1
2055,"suicidio","suicide",1.00,0.00,2.70,1.51,4.57,0.82,3.63,1.59,1.63,1.27,1
2056,"sujetador","bra",2.10,1.24,1.23,0.82,1.20,0.66,1.20,0.66,1.20,0.81,1
2057,"superdotado","exceptionally gifted",2.37,1.50,1.27,0.91,1.40,0.93,1.23,0.63,1.27,0.64,1
2058,"superioridad","superiority",1.63,1.03,3.47,1.38,2.63,1.33,2.37,1.45,2.63,1.56,1
2059,"supermercado","supermarket",2.07,1.05,1.20,0.48,1.20,0.48,1.20,0.55,1.17,0.38,1
2060,"suplicio","ordeal",1.10,0.31,2.67,1.49,2.63,1.25,2.43,1.28,2.00,1.31,1
2061,"sustento","alimony",2.52,1.43,1.10,0.31,1.41,0.73,1.48,0.91,1.07,0.37,1
2062,"tabaco","tobacco",1.37,0.81,2.40,1.45,2.77,1.41,2.67,1.35,3.57,1.36,1
2063,"tábano","horsefly",1.00,0.00,1.91,1.20,1.52,0.90,3.17,1.19,2.91,1.31,1
2064,"tabla","table",1.17,0.65,1.07,0.25,1.10,0.40,1.20,0.48,1.07,0.25,1
2065,"tablero","board",1.33,0.88,1.13,0.51,1.13,0.51,1.10,0.40,1.13,0.51,1
2066,"tablón","board",1.37,0.93,1.07,0.25,1.20,0.76,1.37,0.72,1.07,0.25,1
2067,"taburete","stool",1.93,1.17,1.07,0.25,1.13,0.43,1.17,0.46,1.13,0.43,1
2068,"taladro","drill",1.33,0.76,2.17,1.39,1.40,0.77,2.47,1.20,1.57,0.94,1
2069,"talento","talent",3.87,1.01,1.20,0.66,1.17,0.65,1.30,0.84,1.07,0.25,1
2070,"talla","size",1.60,1.00,1.77,1.19,1.77,1.22,1.77,1.14,1.73,1.08,1
2071,"talle","detail",1.29,0.75,1.21,0.66,1.29,0.75,1.04,0.20,1.13,0.45,1
2072,"talón","heel",1.03,0.18,1.00,0.00,1.00,0.00,1.00,0.00,1.37,0.76,1
2073,"tamaño","size",1.83,1.42,1.47,1.14,1.53,1.04,1.63,1.07,1.50,1.17,1
2074,"tambor","drum",3.40,1.22,2.23,1.33,1.47,1.04,1.27,0.64,1.27,0.69,1
2075,"tanatorio","morgue",1.03,0.18,2.17,1.53,4.50,0.86,2.97,1.45,1.80,1.16,1
2076,"tanga","thong",2.33,1.49,1.20,0.55,1.13,0.51,1.17,0.53,1.60,0.93,1
2077,"tanque","tank",1.07,0.37,3.55,1.27,3.28,1.46,3.66,1.23,2.45,1.45,1
2078,"tarántula","tarantula",1.17,0.59,2.13,1.61,1.77,1.22,4.13,1.07,3.70,1.47,1
2079,"tarta","cake",3.87,1.25,1.00,0.00,1.07,0.37,1.03,0.18,1.17,0.46,1
2080,"tatuaje","tattoo",2.90,1.21,1.20,0.48,1.27,0.58,2.07,1.05,1.47,0.73,1
2081,"taxi","taxi",1.47,1.11,1.23,0.68,1.10,0.55,1.40,0.77,1.03,0.18,1
2082,"taza","cup",2.07,1.11,1.20,0.55,1.37,0.76,1.07,0.37,1.23,0.50,1
2083,"teja","tile",1.37,0.93,1.13,0.43,1.17,0.46,1.27,0.52,1.27,0.69,1
2084,"tela","fabric",1.73,1.14,1.10,0.40,1.10,0.40,1.17,0.53,1.23,0.68,1
2085,"teléfono","phone",2.80,1.35,2.00,1.14,1.73,0.83,1.57,0.82,1.40,0.93,1
2086,"telescopio","telescope",2.23,1.17,1.07,0.37,1.17,0.46,1.13,0.51,1.03,0.18,1
2087,"televisión","television",2.87,1.07,2.33,1.21,2.50,1.07,1.83,1.02,2.20,1.24,1
2088,"temeroso","fearful",1.27,0.74,1.73,1.11,2.23,1.17,3.23,1.55,1.30,0.70,1
2089,"temor","fear",1.07,0.26,2.07,1.16,3.03,1.40,4.45,0.99,1.48,0.91,1
2090,"temperamental","moody",1.63,0.89,2.57,1.25,1.77,1.07,2.20,1.19,1.60,0.97,1
2091,"tenedor","fork",1.43,0.90,1.13,0.51,1.00,0.00,1.30,0.84,1.20,0.61,1
2092,"tenis","tennis",2.63,1.35,1.30,0.75,1.20,0.48,1.27,0.69,1.07,0.37,1
2093,"tensión","voltage",1.27,0.58,2.63,1.33,2.27,1.36,2.70,1.24,1.80,1.21,1
2094,"tenso","tense",1.17,0.46,2.40,1.40,2.23,1.36,2.87,1.41,1.50,0.94,3
2095,"tentación","temptation",2.87,1.14,1.73,0.98,1.50,0.73,2.67,1.12,1.47,0.94,1
2096,"tenue","subdued",1.48,0.69,1.17,0.66,2.14,1.06,1.90,1.26,1.00,0.00,3
2097,"teoría","theory",1.80,1.03,1.33,0.80,1.33,0.80,1.43,0.90,1.33,0.71,1
2098,"termita","termite",1.29,0.94,1.57,1.10,1.46,1.04,1.82,0.98,2.93,1.46,1
2099,"termómetro","thermometer",1.10,0.40,1.17,0.46,1.40,0.77,1.63,0.96,1.10,0.40,1
2100,"terrible","terrible",1.07,0.37,2.67,1.54,2.80,1.45,3.63,1.45,1.87,1.28,1
2101,"terrorista","terrorist",1.03,0.18,4.13,1.17,3.37,1.47,4.37,1.16,3.53,1.63,1
2102,"tesoro","treasure",3.90,1.12,1.10,0.40,1.17,0.53,1.33,1.03,1.00,0.00,1
2103,"testamento","will",1.53,1.20,1.67,1.12,3.47,1.38,2.67,1.54,1.40,0.97,1
2104,"tiburón","shark",1.13,0.43,1.63,1.03,1.23,0.57,3.90,1.18,1.40,0.72,1
2105,"tiempo","time",2.30,1.49,1.53,0.86,2.07,1.14,2.13,1.28,1.23,0.63,1
2106,"tienda","shop",2.07,1.41,1.03,0.18,1.00,0.00,1.00,0.00,1.17,0.75,1
2107,"tierno","tender",3.73,1.01,1.07,0.25,1.37,0.81,1.30,0.95,1.00,0.00,3
2108,"tierra","earth",2.43,1.41,1.20,0.55,1.30,0.79,1.30,0.75,1.20,0.61,1
2109,"tieso","stiff",1.29,0.60,1.89,1.31,1.54,1.07,1.86,1.18,1.68,1.09,1
2110,"tigre","tiger",2.27,1.46,1.40,0.89,1.50,1.11,2.97,1.38,1.00,0.00,1
2111,"tijeras","scissors",1.10,0.31,1.37,0.85,1.20,0.61,1.80,1.06,1.20,0.55,1
2112,"tímido","timid",1.33,0.55,1.33,0.84,2.43,1.38,2.13,1.38,1.10,0.40,1
2113,"tinta","ink",1.27,0.74,1.03,0.18,1.00,0.00,1.00,0.00,1.23,0.90,1
2114,"tío","uncle",2.97,1.30,1.43,0.82,1.50,0.90,1.23,0.57,1.30,0.79,1
2115,"tirano","tyrant",1.00,0.00,3.40,1.59,2.43,1.45,2.73,1.55,2.50,1.63,1
2116,"tirita","band-aid",1.20,0.55,1.20,0.55,1.87,1.14,1.53,0.94,1.97,1.07,1
2117,"titular","holder",2.80,1.47,1.30,0.53,1.27,0.52,1.40,0.72,1.20,0.48,1
2118,"toalla","towel",1.83,1.26,1.00,0.00,1.03,0.18,1.00,0.00,1.33,0.80,1
2119,"tobillo","ankle",1.37,0.81,1.20,0.55,1.20,0.55,1.27,0.58,1.30,0.75,1
2120,"tobogán","rollercoaster",3.97,1.00,1.07,0.25,1.23,0.77,1.50,0.78,1.07,0.25,1
2121,"tolerancia","tolerance",3.73,1.20,1.33,0.88,1.20,0.48,1.23,0.63,1.20,0.66,1
2122,"tolerante","tolerant",3.23,1.52,1.20,0.61,1.07,0.25,1.17,0.59,1.07,0.25,1
2123,"tomate","tomato",1.97,1.27,1.10,0.31,1.03,0.18,1.03,0.18,1.53,1.20,1
2124,"tonada","tune",2.13,1.13,1.38,0.74,1.63,0.74,1.50,1.07,1.25,0.46,1
2125,"tontería","nonsense",1.90,1.32,1.67,1.03,1.30,0.84,1.37,0.96,1.37,0.89,1
2126,"tonto","silly",1.20,0.55,1.77,0.90,2.67,1.15,1.30,0.65,1.20,0.48,3
2127,"topo","mole",1.87,1.20,1.30,0.84,1.30,0.70,1.70,1.18,2.07,1.28,1
2128,"torero","bullfighter",1.10,0.40,3.20,1.67,2.57,1.77,1.20,0.76,3.50,1.76,1
2129,"tormenta","storm",1.53,0.82,1.50,0.90,2.53,1.33,2.53,1.20,1.20,0.55,1
2130,"tornado","tornado",1.03,0.18,2.17,1.34,2.70,1.42,4.07,1.20,1.20,0.61,1
2131,"tornillo","screw",1.23,0.82,1.13,0.57,1.10,0.40,1.30,0.53,1.07,0.25,1
2132,"toro","bull",1.37,0.76,1.80,1.21,2.30,1.51,2.33,1.24,1.13,0.51,1
2133,"torpe","clumsy",1.33,0.71,2.00,1.05,2.13,1.04,1.83,1.15,1.33,0.84,1
2134,"torre","tower",1.13,0.51,1.03,0.18,1.07,0.37,1.33,0.71,1.07,0.37,1
2135,"tortuga","tortoise",2.43,1.55,1.13,0.73,1.57,0.97,1.17,0.75,1.30,0.84,1
2136,"tortura","torture",1.00,0.00,4.03,1.30,4.43,0.97,4.43,0.90,3.93,1.20,1
2137,"torturador","torturer",1.03,0.18,4.50,0.94,4.50,1.04,4.77,0.57,4.70,0.84,1
2138,"tóxico","toxic",1.20,0.76,1.87,1.28,1.93,1.31,3.63,1.25,2.93,1.41,1
2139,"tractor","tractor",1.83,1.05,1.17,0.46,1.37,0.89,1.37,0.72,1.27,0.69,1
2140,"traficante","dealer",1.33,0.96,3.10,1.27,2.90,1.58,3.33,1.21,2.97,1.50,1
2141,"tragedia","tragedy",1.00,0.00,2.97,1.40,4.83,0.38,3.73,1.31,2.03,1.40,1
2142,"traicionar","betray",1.07,0.25,4.27,1.08,3.53,1.25,2.57,1.38,2.73,1.53,2
2143,"traidor","traitor",1.03,0.18,4.03,0.96,3.10,1.24,2.30,1.18,3.10,1.40,1
2144,"traje","suit",2.53,1.33,1.20,0.55,1.43,0.94,1.23,0.57,1.23,0.57,1
2145,"trámite","process",1.57,0.86,2.30,1.29,1.57,1.04,2.13,1.17,2.00,1.31,1
2146,"trampa","trap",1.10,0.40,3.37,1.35,2.63,1.38,3.23,1.22,2.00,1.34,1
2147,"trampolín","springboard",2.67,1.35,1.07,0.37,1.10,0.40,2.20,1.19,1.07,0.37,1
2148,"trance","trance",1.68,1.09,1.82,1.19,2.61,1.37,3.04,1.20,1.57,1.03,1
2149,"tranquilo","untroubled",3.07,1.28,1.23,0.63,1.27,0.58,1.23,0.57,1.03,0.18,3
2150,"tránsito","transit",1.37,0.72,2.47,1.31,1.60,0.97,1.70,0.99,2.07,1.14,1
2151,"tranvía","tram",2.07,1.11,1.47,0.97,1.60,0.93,1.63,0.96,1.40,0.89,1
2152,"trapecista","aerialist",2.73,1.31,1.17,0.46,1.07,0.25,2.37,1.13,1.07,0.25,1
2153,"trascendencia","transcendence",2.00,1.25,1.34,0.67,1.52,0.91,1.86,1.22,1.17,0.47,1
2154,"trato","treatment",2.57,1.01,1.23,0.50,1.07,0.25,1.43,0.68,1.10,0.40,1
2155,"trauma","trauma",1.00,0.00,2.50,1.41,4.10,0.96,4.03,1.00,1.77,1.07,1
2156,"travesía","voyage",2.72,1.44,1.14,0.44,1.28,0.59,1.62,1.05,1.17,0.47,1
2157,"travesura","mischief",2.90,1.06,1.77,1.01,1.00,0.00,1.73,0.87,1.10,0.40,1
2158,"trecho","stretch",1.26,0.86,1.30,0.72,1.30,0.72,1.48,0.80,1.11,0.42,1
2159,"tregua","truce",2.97,1.45,1.62,0.86,1.59,0.87,1.76,0.91,1.24,0.51,1
2160,"triángulo","triangle",1.20,0.76,1.10,0.40,1.07,0.25,1.07,0.25,1.07,0.37,1
2161,"tripa","gut",1.43,0.97,1.73,1.31,1.80,1.27,1.87,1.38,2.13,1.43,1
2162,"trípode","tripod",1.71,1.12,1.07,0.38,1.11,0.42,1.07,0.38,1.07,0.38,1
2163,"triste","sad",1.03,0.18,2.07,1.36,4.47,0.94,2.17,1.18,1.50,1.04,1
2164,"triunfante","triumphant",4.07,1.14,1.30,0.65,1.13,0.43,1.27,0.58,1.07,0.37,1
2165,"triunfo","triumph",4.37,1.00,1.17,0.38,1.37,1.00,1.43,0.68,1.00,0.00,1
2166,"trofeo","trophy",4.23,0.86,1.33,0.71,1.27,0.64,1.47,0.90,1.07,0.25,1
2167,"trompeta","trumpet",2.63,1.56,1.33,0.76,1.17,0.53,1.07,0.25,1.03,0.18,1
2168,"trozo","stub",1.40,0.86,1.37,0.67,1.60,1.00,1.30,0.65,1.53,0.82,1
2169,"trucha","trout",1.77,1.04,1.03,0.18,1.10,0.31,1.17,0.46,2.13,1.31,1
2170,"tuberculosis","tuberculosis",1.13,0.73,1.83,1.32,3.23,1.10,3.53,1.01,2.43,1.25,1
2171,"tucán","toucan",3.17,1.28,1.17,0.54,1.07,0.26,1.66,0.86,1.17,0.47,1
2172,"tuerca","nut",1.33,0.84,1.23,0.57,1.13,0.43,1.13,0.43,1.23,0.50,1
2173,"tumba","tomb",1.07,0.37,2.17,1.49,3.93,1.48,3.57,1.50,1.97,1.30,1
2174,"tumor","tumor",1.00,0.00,3.40,1.63,4.33,0.80,4.60,0.62,2.57,1.45,1
2175,"túnel","tunnel",1.43,0.73,1.27,0.58,1.93,1.20,2.63,1.10,1.50,0.78,1
2176,"turbio","muddy",1.20,0.61,1.57,1.07,1.73,1.05,2.23,1.36,2.50,1.36,1
2177,"turno","turn",1.67,1.15,1.57,0.82,1.27,0.74,1.33,0.66,1.10,0.40,1
2178,"úlcera","ulcer",1.03,0.18,1.87,1.17,2.47,1.38,2.73,1.41,2.80,1.30,1
2179,"unidad","unit",2.10,1.12,1.50,1.04,1.37,0.85,1.43,0.97,1.27,0.64,1
2180,"uniforme","uniform",1.67,1.09,2.03,1.27,2.13,1.25,1.60,1.07,1.93,1.36,1
2181,"urraca","magpie",1.50,0.92,1.11,0.42,1.25,0.52,1.79,1.10,1.61,0.96,1
2182,"utensilio","utensil",1.43,0.94,1.37,0.85,1.13,0.43,1.43,0.86,1.30,0.70,1
2183,"útero","uterus",1.87,1.14,1.23,0.63,1.33,0.92,1.80,1.10,1.63,1.07,1
2184,"útil","useful",3.73,1.26,1.27,0.64,1.23,0.57,1.47,0.94,1.33,0.84,1
2185,"utopía","utopia",3.14,1.43,1.46,0.69,2.00,1.02,1.64,0.91,1.46,0.84,1
2186,"vaca","cow",2.53,1.38,1.03,0.18,1.07,0.25,1.47,0.82,1.17,0.38,1
2187,"vacación","holiday",4.19,1.14,1.07,0.27,1.19,0.40,1.11,0.42,1.00,0.00,1
2188,"vacilar","tease",1.70,1.12,2.83,1.44,2.13,1.22,1.90,1.21,2.00,1.34,2
2189,"vagina","vagina",2.47,1.61,1.07,0.37,1.13,0.51,1.30,0.65,1.63,0.85,1
2190,"vagón","wagon",1.50,0.90,1.30,0.70,1.47,0.86,1.60,0.86,1.33,0.61,1
2191,"vale","worth",1.93,1.11,1.17,0.38,1.27,0.69,1.13,0.43,1.07,0.25,1
2192,"valiente","brave",3.83,1.09,1.37,0.89,1.03,0.18,1.40,0.72,1.00,0.00,1
2193,"valle","valley",3.13,1.41,1.00,0.00,1.23,0.43,1.50,0.90,1.00,0.00,1
2194,"vampiro","vampire",1.20,0.55,1.47,1.11,1.23,0.68,2.43,1.52,1.57,1.33,1
2195,"vándalo","vandal",1.20,0.48,3.47,1.22,2.80,1.54,3.47,1.28,2.47,1.33,1
2196,"vanidad","vanity",1.50,1.03,2.15,1.29,1.73,1.12,1.35,0.85,2.04,1.31,1
2197,"váter","toilet",1.57,1.19,1.13,0.73,1.13,0.73,1.17,0.75,3.13,1.36,1
2198,"vehículo","vehicle",2.10,1.30,1.30,0.70,1.20,0.55,1.77,0.90,1.07,0.25,1
2199,"vela","candle",2.14,1.30,1.24,0.79,1.69,0.97,1.79,1.01,1.10,0.41,1
2200,"velero","sailboat",3.47,1.11,1.13,0.43,1.10,0.40,1.87,1.22,1.10,0.40,1
2201,"velo","veil",2.03,1.27,2.03,1.27,2.40,1.38,2.50,1.17,1.77,1.17,1
2202,"veloz","swift",2.43,1.45,1.43,1.01,1.20,0.66,1.40,1.04,1.13,0.51,1
2203,"vencedor","champion",3.63,1.13,1.60,0.89,1.20,0.61,1.30,0.65,1.27,0.64,1
2204,"vencedora","winner",3.87,1.22,1.57,1.17,1.53,0.97,1.23,0.63,1.20,0.66,1
2205,"vencido","defeated",1.20,0.41,3.03,1.16,3.80,0.96,2.60,1.43,1.70,0.95,1
2206,"venda","bandage",1.28,0.70,1.76,0.99,2.45,1.21,2.66,1.29,1.72,0.84,1
2207,"vendedor","seller",1.70,0.88,1.43,0.90,1.30,0.65,1.37,0.76,1.40,0.77,1
2208,"veneno","venom",1.13,0.51,2.60,1.22,2.53,1.43,4.20,1.00,3.33,1.56,1
2209,"veneración","veneration",1.52,0.73,1.78,1.24,1.70,1.02,1.65,0.83,1.87,1.18,1
2210,"venganza","revenge",1.40,0.81,3.37,1.35,2.07,1.01,2.63,1.10,2.00,1.31,1
2211,"ventaja","advantage",3.67,0.99,1.37,0.81,1.27,0.78,1.17,0.59,1.03,0.18,1
2212,"ventana","window",2.43,1.33,1.10,0.40,1.50,0.78,1.70,1.02,1.10,0.40,1
2213,"ventanilla","window",2.40,1.35,1.40,0.93,1.73,1.23,1.50,0.73,1.23,0.82,1
2214,"verbena","verbena",3.28,1.31,1.14,0.44,1.07,0.26,1.07,0.37,1.38,0.62,1
2215,"verdad","truth",3.93,0.94,1.90,1.06,2.13,1.25,2.80,1.21,1.50,0.86,1
2216,"verdadero","true",3.60,1.07,1.43,0.86,1.73,1.14,1.87,1.14,1.33,0.80,3
2217,"verde","green",3.20,1.16,1.07,0.37,1.07,0.37,1.10,0.40,1.17,0.53,1
2218,"verdugo","executioner",1.13,0.43,2.87,1.48,2.50,1.43,3.10,1.45,2.60,1.52,1
2219,"vergonzoso","shy",1.27,0.52,1.83,1.15,2.77,1.22,2.67,1.35,1.57,0.97,1
2220,"verruga","wart",1.27,0.83,1.73,1.23,1.77,1.17,2.27,1.39,3.77,1.30,1
2221,"versión","version",1.23,0.57,1.37,0.67,1.20,0.48,1.30,0.70,1.20,0.61,1
2222,"verso","verse",2.67,0.99,1.33,0.71,2.10,1.06,1.20,0.55,1.17,0.46,3
2223,"vertedero","dump",1.03,0.19,1.21,0.77,1.79,1.35,1.52,1.06,4.17,0.93,1
2224,"vértigo","vertigo",1.20,0.66,1.43,0.86,1.90,1.24,3.80,1.27,1.20,0.66,1
2225,"vestíbulo","lobby",1.63,1.00,1.23,0.77,1.30,0.88,1.37,0.85,1.43,0.77,1
2226,"vestido","dress",2.93,1.39,1.20,0.55,1.23,0.63,1.07,0.25,1.07,0.25,1
2227,"veterano","veteran",2.00,1.10,1.62,1.12,1.72,1.13,1.62,1.18,1.14,0.44,1
2228,"veterinaria","veterinarian",2.80,1.30,1.17,0.53,1.97,1.27,1.83,0.91,1.50,0.86,1
2229,"veterinario","veterinarian",2.70,1.29,1.03,0.18,1.10,0.31,1.23,0.57,1.20,0.55,3
2230,"viajes","travels",4.90,0.31,1.10,0.40,1.37,0.72,1.83,0.87,1.07,0.37,1
2231,"víbora","viper",1.10,0.31,1.83,1.21,1.57,1.07,4.00,1.17,3.00,1.51,1
2232,"vicio","vice",2.37,1.30,2.23,1.55,2.43,1.17,3.40,1.13,2.33,1.45,1
2233,"víctima","victim",1.00,0.00,2.90,1.56,4.20,1.03,2.53,1.17,1.37,0.72,1
2234,"victimismo","scapegoat",1.03,0.18,3.07,1.34,2.73,1.39,1.77,1.14,2.20,1.35,1
2235,"victoria","victory",4.50,0.86,1.43,0.97,1.27,0.83,1.20,0.55,1.03,0.18,1
2236,"vida","life",4.20,1.16,1.63,1.33,2.17,1.39,2.30,1.49,1.30,1.02,1
2237,"vídeo","video",2.13,1.41,1.17,0.75,1.33,0.96,1.33,0.88,1.13,0.73,1
2238,"vidrio","glass",1.47,0.86,1.23,0.57,1.27,0.64,1.60,0.93,1.17,0.53,1
2239,"vigía","lookout",1.45,0.91,1.45,1.06,1.36,0.66,2.00,1.31,1.45,1.06,1
2240,"vigilante","watch",1.43,0.82,1.50,1.07,1.17,0.46,2.10,1.21,1.13,0.43,1
2241,"vigoroso","mighty",2.37,1.35,1.60,1.00,1.13,0.43,1.47,0.78,1.47,0.73,1
2242,"vino","wine",3.00,1.31,1.23,0.68,1.43,0.86,1.37,0.89,2.03,1.40,1
2243,"violación","rape",1.00,0.00,4.87,0.51,4.47,1.04,4.57,0.77,4.73,0.83,1
2244,"violencia","violence",1.23,0.63,3.90,1.16,3.17,1.56,3.53,1.38,3.23,1.59,1
2245,"violento","violent",1.07,0.37,4.37,0.81,3.47,1.36,3.93,1.23,3.43,1.22,3
2246,"violín","violin",3.63,1.25,1.43,1.01,2.40,1.28,1.23,0.77,1.10,0.40,1
2247,"virgen","virgin",1.53,0.94,1.17,0.53,1.27,0.83,1.40,0.77,1.17,0.46,1
2248,"virtud","virtue",3.73,1.20,1.10,0.40,1.10,0.40,1.20,0.66,1.00,0.00,1
2249,"viruela","smallpox",1.04,0.19,1.86,1.24,2.68,1.54,3.82,1.19,3.14,1.48,1
